Servidor,Fecha,Hora,%Libre CPU,%Libre RAM,%Libre HDD,Espacio Total Gb,Espacio Disponible Gb,Num Conexiones,,
UX020,11/18/2019,1:37,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:38,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:39,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:40,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:41,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:42,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:43,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:44,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:45,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:46,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:47,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:48,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:49,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:50,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:51,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:52,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:53,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:54,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:55,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:56,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:57,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:58,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,1:59,76%,72%,86%,712,615.00,0,,
UX020,11/18/2019,2:00,53%,33%,86%,712,614.80,22,,
UX020,11/18/2019,2:01,53%,33%,86%,712,614.60,22,,
UX020,11/18/2019,2:02,53%,33%,86%,712,614.40,22,,
UX020,11/18/2019,2:03,53%,33%,86%,712,614.20,22,,
UX020,11/18/2019,2:04,53%,33%,86%,712,614.00,22,,
UX020,11/18/2019,2:05,53%,33%,86%,712,613.80,22,,
UX020,11/18/2019,2:06,53%,33%,86%,712,613.60,22,,
UX020,11/18/2019,2:07,53%,33%,86%,712,613.40,22,,
UX020,11/18/2019,2:08,53%,33%,86%,712,613.20,22,,
UX020,11/18/2019,2:09,53%,33%,86%,712,613.00,22,,
UX020,11/18/2019,2:10,53%,33%,86%,712,612.80,22,,
UX020,11/18/2019,2:11,53%,33%,86%,712,612.60,22,,
UX020,11/18/2019,2:12,53%,33%,86%,712,612.40,22,,
UX020,11/18/2019,2:13,53%,33%,86%,712,612.20,22,,
UX020,11/18/2019,2:14,53%,33%,86%,712,612.00,22,,
UX020,11/18/2019,2:15,53%,33%,86%,712,611.80,22,,
UX020,11/18/2019,2:16,53%,33%,86%,712,611.60,22,,
UX020,11/18/2019,2:17,53%,33%,86%,712,611.40,22,,
UX020,11/18/2019,2:18,53%,33%,86%,712,611.20,22,,
UX020,11/18/2019,2:19,42%,20%,86%,712,611.00,22,,
UX020,11/18/2019,2:20,42%,20%,86%,712,610.80,22,,
UX020,11/18/2019,2:21,42%,20%,86%,712,610.60,22,,
UX020,11/18/2019,2:22,42%,20%,86%,712,610.40,22,,
UX020,11/18/2019,2:23,42%,20%,86%,712,610.20,22,,
UX020,11/18/2019,2:24,42%,20%,86%,712,610.00,22,,
UX020,11/18/2019,2:25,42%,20%,86%,712,609.80,22,,
UX020,11/18/2019,2:26,42%,20%,86%,712,609.60,22,,
UX020,11/18/2019,2:27,42%,20%,86%,712,609.40,22,,
UX020,11/18/2019,2:28,42%,20%,86%,712,609.20,22,,
UX020,11/18/2019,2:29,42%,20%,86%,712,609.00,22,,
UX020,11/18/2019,2:30,42%,20%,86%,712,608.80,22,,
UX020,11/18/2019,2:31,42%,20%,85%,712,608.60,22,,
UX020,11/18/2019,2:32,42%,20%,85%,712,608.40,22,,
UX020,11/18/2019,2:33,42%,20%,85%,712,608.20,22,,
UX020,11/18/2019,2:34,42%,20%,85%,712,608.00,22,,
UX020,11/18/2019,2:35,42%,20%,85%,712,607.80,22,,
UX020,11/18/2019,2:36,42%,20%,85%,712,607.60,22,,
UX020,11/18/2019,2:37,42%,20%,85%,712,607.40,22,,
UX020,11/18/2019,2:38,42%,20%,85%,712,607.20,22,,
UX020,11/18/2019,2:39,42%,20%,85%,712,607.00,22,,
UX020,11/18/2019,2:40,42%,20%,85%,712,606.80,22,,
UX020,11/18/2019,2:41,42%,20%,85%,712,606.60,22,,
UX020,11/18/2019,2:42,42%,20%,85%,712,606.40,22,,
UX020,11/18/2019,2:43,65%,48%,85%,712,606.20,22,,
UX020,11/18/2019,2:44,65%,48%,85%,712,606.00,22,,
UX020,11/18/2019,2:45,65%,48%,85%,712,605.80,22,,
UX020,11/18/2019,2:46,64%,48%,85%,712,605.60,22,,
UX020,11/18/2019,2:47,64%,48%,85%,712,605.40,22,,
UX020,11/18/2019,2:48,64%,48%,85%,712,605.20,22,,
UX020,11/18/2019,2:49,64%,48%,85%,712,605.00,22,,
UX020,11/18/2019,2:50,64%,47%,85%,712,604.80,22,,
UX020,11/18/2019,2:51,64%,47%,85%,712,604.60,22,,
UX020,11/18/2019,2:52,64%,47%,85%,712,604.40,22,,
UX020,11/18/2019,2:53,64%,47%,85%,712,604.20,22,,
UX020,11/18/2019,2:54,64%,47%,85%,712,604.00,22,,
UX020,11/18/2019,2:55,63%,47%,85%,712,603.80,22,,
UX020,11/18/2019,2:56,63%,46%,85%,712,603.60,22,,
UX020,11/18/2019,2:57,63%,46%,85%,712,603.40,22,,
UX020,11/18/2019,2:58,63%,46%,85%,712,603.20,22,,
UX020,11/18/2019,2:59,63%,46%,85%,712,603.00,22,,
UX020,11/18/2019,3:00,63%,46%,85%,712,602.80,22,,
UX020,11/18/2019,3:01,63%,46%,85%,712,602.60,22,,
UX020,11/18/2019,3:02,63%,45%,85%,712,602.40,22,,
UX020,11/18/2019,3:03,63%,45%,85%,712,602.20,22,,
UX020,11/18/2019,3:04,62%,45%,85%,712,602.00,22,,
UX020,11/18/2019,3:05,62%,45%,85%,712,601.80,22,,
UX020,11/18/2019,3:06,62%,45%,84%,712,601.60,22,,
UX020,11/18/2019,3:07,62%,45%,84%,712,601.40,22,,
UX020,11/18/2019,3:08,62%,45%,84%,712,601.20,22,,
UX020,11/18/2019,3:09,62%,44%,84%,712,601.00,22,,
UX020,11/18/2019,3:10,62%,44%,84%,712,600.80,22,,
UX020,11/18/2019,3:11,62%,44%,84%,712,600.60,22,,
UX020,11/18/2019,3:12,62%,44%,84%,712,600.40,22,,
UX020,11/18/2019,3:13,61%,44%,84%,712,600.20,22,,
UX020,11/18/2019,3:14,61%,44%,84%,712,600.00,22,,
UX020,11/18/2019,3:15,61%,43%,84%,712,599.80,22,,
UX020,11/18/2019,3:16,61%,43%,84%,712,599.60,22,,
UX020,11/18/2019,3:17,61%,43%,84%,712,599.40,22,,
UX020,11/18/2019,3:18,61%,43%,84%,712,599.20,22,,
UX020,11/18/2019,3:19,61%,43%,84%,712,599.00,22,,
UX020,11/18/2019,3:20,61%,43%,84%,712,598.80,22,,
UX020,11/18/2019,3:21,61%,43%,84%,712,598.60,22,,
UX020,11/18/2019,3:22,60%,42%,84%,712,598.40,22,,
UX020,11/18/2019,3:23,60%,42%,84%,712,598.20,22,,
UX020,11/18/2019,3:24,60%,42%,84%,712,598.00,22,,
UX020,11/18/2019,3:25,60%,42%,84%,712,597.80,22,,
UX020,11/18/2019,3:26,60%,42%,84%,712,597.60,22,,
UX020,11/18/2019,3:27,60%,42%,84%,712,597.40,22,,
UX020,11/18/2019,3:28,60%,41%,84%,712,597.20,22,,
UX020,11/18/2019,3:29,60%,41%,84%,712,597.00,22,,
UX020,11/18/2019,3:30,60%,41%,84%,712,596.80,22,,
UX020,11/18/2019,3:31,60%,41%,84%,712,596.60,22,,
UX020,11/18/2019,3:32,59%,41%,84%,712,596.40,22,,
UX020,11/18/2019,3:33,59%,41%,84%,712,596.20,22,,
UX020,11/18/2019,3:34,59%,41%,84%,712,596.00,22,,
UX020,11/18/2019,3:35,59%,40%,84%,712,595.80,22,,
UX020,11/18/2019,3:36,59%,40%,84%,712,595.60,22,,
UX020,11/18/2019,3:37,59%,40%,84%,712,595.40,22,,
UX020,11/18/2019,3:38,59%,40%,84%,712,595.20,22,,
UX020,11/18/2019,3:39,59%,40%,84%,712,595.00,22,,
UX020,11/18/2019,3:40,59%,40%,84%,712,594.80,22,,
UX020,11/18/2019,3:41,58%,40%,84%,712,594.60,22,,
UX020,11/18/2019,3:42,58%,39%,83%,712,594.40,22,,
UX020,11/18/2019,3:43,58%,39%,83%,712,594.20,22,,
UX020,11/18/2019,3:44,58%,39%,83%,712,594.00,22,,
UX020,11/18/2019,3:45,58%,39%,83%,712,593.80,22,,
UX020,11/18/2019,3:46,58%,39%,83%,712,593.60,22,,
UX020,11/18/2019,3:47,58%,39%,83%,712,593.40,22,,
UX020,11/18/2019,3:48,58%,38%,83%,712,593.20,22,,
UX020,11/18/2019,3:49,58%,38%,83%,712,593.00,22,,
UX020,11/18/2019,3:50,57%,38%,83%,712,592.80,22,,
UX020,11/18/2019,3:51,57%,38%,83%,712,592.60,22,,
UX020,11/18/2019,3:52,57%,38%,83%,712,592.40,22,,
UX020,11/18/2019,3:53,57%,38%,83%,712,592.20,22,,
UX020,11/18/2019,3:54,57%,38%,83%,712,592.00,22,,
UX020,11/18/2019,3:55,57%,37%,83%,712,591.80,22,,
UX020,11/18/2019,3:56,57%,37%,83%,712,591.60,22,,
UX020,11/18/2019,3:57,57%,37%,83%,712,591.40,22,,
UX020,11/18/2019,3:58,57%,37%,83%,712,591.20,22,,
UX020,11/18/2019,3:59,56%,37%,83%,712,591.00,22,,
UX020,11/18/2019,4:00,56%,37%,83%,712,590.80,22,,
UX020,11/18/2019,4:01,56%,37%,83%,712,590.60,22,,
UX020,11/18/2019,4:02,56%,36%,83%,712,590.40,22,,
UX020,11/18/2019,4:03,56%,36%,83%,712,590.20,22,,
UX020,11/18/2019,4:04,56%,36%,83%,712,590.00,22,,
UX020,11/18/2019,4:05,56%,36%,83%,712,589.80,22,,
UX020,11/18/2019,4:06,56%,36%,83%,712,589.60,22,,
UX020,11/18/2019,4:07,56%,36%,83%,712,589.40,22,,
UX020,11/18/2019,4:08,63%,46%,83%,712,589.20,22,,
UX020,11/18/2019,4:09,63%,46%,83%,712,589.00,22,,
UX020,11/18/2019,4:10,63%,46%,83%,712,588.80,22,,
UX020,11/18/2019,4:11,63%,46%,83%,712,588.60,22,,
UX020,11/18/2019,4:12,63%,46%,83%,712,588.40,22,,
UX020,11/18/2019,4:13,69%,55%,83%,712,588.20,22,,
UX020,11/18/2019,4:14,69%,55%,83%,712,588.00,22,,
UX020,11/18/2019,4:15,69%,55%,83%,712,587.80,22,,
UX020,11/18/2019,4:16,69%,55%,83%,712,587.60,22,,
UX020,11/18/2019,4:17,69%,55%,82%,712,587.40,22,,
UX020,11/18/2019,4:18,69%,55%,82%,712,587.20,22,,
UX020,11/18/2019,4:19,69%,55%,82%,712,587.00,22,,
UX020,11/18/2019,4:20,69%,55%,82%,712,586.80,22,,
UX020,11/18/2019,4:21,79%,72%,83%,712,588.00,22,,
UX020,11/18/2019,4:22,79%,72%,83%,712,589.20,22,,
UX020,11/18/2019,4:23,79%,72%,83%,712,590.40,22,,
UX020,11/18/2019,4:24,79%,72%,83%,712,591.60,22,,
UX020,11/18/2019,4:25,79%,72%,83%,712,592.80,22,,
UX020,11/18/2019,4:26,79%,72%,83%,712,594.00,22,,
UX020,11/18/2019,4:27,79%,72%,84%,712,595.20,22,,
UX020,11/18/2019,4:28,79%,72%,84%,712,596.40,22,,
UX020,11/18/2019,4:29,79%,72%,84%,712,597.60,22,,
UX020,11/18/2019,4:30,79%,72%,84%,712,598.80,22,,
UX020,11/18/2019,4:31,79%,72%,84%,712,600.00,22,,
UX020,11/18/2019,4:32,79%,72%,84%,712,601.20,22,,
UX020,11/18/2019,4:33,79%,72%,85%,712,602.40,22,,
UX020,11/18/2019,4:34,79%,72%,85%,712,603.60,22,,
UX020,11/18/2019,4:35,79%,72%,85%,712,604.80,22,,
UX020,11/18/2019,4:36,79%,72%,85%,712,606.00,22,,
UX020,11/18/2019,4:37,79%,72%,85%,712,607.20,22,,
UX020,11/18/2019,4:38,79%,72%,85%,712,608.40,22,,
UX020,11/18/2019,4:39,79%,72%,86%,712,609.60,22,,
UX020,11/18/2019,4:40,79%,72%,86%,712,610.80,22,,
UX020,11/18/2019,4:41,79%,72%,86%,712,612.00,22,,
UX020,11/18/2019,4:42,79%,72%,86%,712,613.20,22,,
UX020,11/18/2019,4:43,79%,72%,86%,712,614.40,22,,
UX020,11/18/2019,4:44,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:45,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:46,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:47,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:48,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:49,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:50,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:51,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:52,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:53,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:54,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:55,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:56,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:57,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:58,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,4:59,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:00,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:01,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:02,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:03,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:04,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:05,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:06,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:07,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:08,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:09,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:10,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:11,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:12,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:13,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:14,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:15,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:16,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:17,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:18,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:19,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:20,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:21,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:22,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:23,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:24,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:25,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:26,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:27,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:28,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:29,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:30,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:31,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:32,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:33,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:34,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:35,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:36,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:37,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:38,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:39,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:40,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:41,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:42,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:43,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:44,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:45,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:46,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:47,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:48,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:49,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:50,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:51,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:52,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:53,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:54,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:55,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:56,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:57,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:58,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,5:59,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:00,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:01,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:02,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:03,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:04,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:05,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:06,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:07,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:08,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:09,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:10,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:11,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:12,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:13,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:14,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:15,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:16,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:17,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:18,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:19,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:20,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:21,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:22,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:23,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:24,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:25,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:26,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:27,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:28,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:29,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:30,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:31,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:32,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:33,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:34,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:35,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:36,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:37,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:38,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:39,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:40,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:41,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:42,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:43,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:44,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:45,79%,72%,86%,712,615.00,0,,
UX020,11/18/2019,6:46,79%,72%,86%,712,615.00,0,,
