Servidor,Fecha,Hora,%Libre CPU,%Libre RAM,%Libre HDD,Espacio Total Gb,Espacio Disponible Gb,Num Conexiones,,
WIN010,11/18/2019,1:54,99%,78%,60%,800,480.00,0,,
WIN010,11/18/2019,1:55,99%,78%,60%,800,480.00,0,,
WIN010,11/18/2019,1:56,99%,78%,60%,800,480.00,0,,
WIN010,11/18/2019,1:57,99%,78%,60%,800,480.00,0,,
WIN010,11/18/2019,1:58,99%,78%,60%,800,480.00,0,,
WIN010,11/18/2019,1:59,99%,78%,60%,800,480.00,0,,
WIN010,11/18/2019,2:00,78%,61%,60%,800,479.80,22,,
WIN010,11/18/2019,2:01,78%,61%,60%,800,479.60,22,,
WIN010,11/18/2019,2:02,78%,61%,60%,800,479.40,22,,
WIN010,11/18/2019,2:03,78%,61%,60%,800,479.20,22,,
WIN010,11/18/2019,2:04,78%,61%,60%,800,479.00,22,,
WIN010,11/18/2019,2:05,78%,61%,60%,800,478.80,22,,
WIN010,11/18/2019,2:06,78%,61%,60%,800,478.60,22,,
WIN010,11/18/2019,2:07,78%,61%,60%,800,478.40,22,,
WIN010,11/18/2019,2:08,78%,61%,60%,800,478.20,22,,
WIN010,11/18/2019,2:09,78%,61%,60%,800,478.00,22,,
WIN010,11/18/2019,2:10,78%,61%,60%,800,477.80,22,,
WIN010,11/18/2019,2:11,78%,61%,60%,800,477.60,22,,
WIN010,11/18/2019,2:12,78%,61%,60%,800,477.40,22,,
WIN010,11/18/2019,2:13,76%,58%,60%,800,477.20,22,,
WIN010,11/18/2019,2:14,76%,58%,60%,800,477.00,22,,
WIN010,11/18/2019,2:15,76%,58%,60%,800,476.80,22,,
WIN010,11/18/2019,2:16,76%,58%,60%,800,476.60,22,,
WIN010,11/18/2019,2:17,76%,58%,60%,800,476.40,22,,
WIN010,11/18/2019,2:18,76%,58%,60%,800,476.20,22,,
WIN010,11/18/2019,2:19,76%,58%,60%,800,476.00,22,,
WIN010,11/18/2019,2:20,76%,58%,59%,800,475.80,22,,
WIN010,11/18/2019,2:21,76%,58%,59%,800,475.60,22,,
WIN010,11/18/2019,2:22,76%,58%,59%,800,475.40,22,,
WIN010,11/18/2019,2:23,76%,58%,59%,800,475.20,22,,
WIN010,11/18/2019,2:24,76%,58%,59%,800,475.00,22,,
WIN010,11/18/2019,2:25,76%,58%,59%,800,474.80,22,,
WIN010,11/18/2019,2:26,76%,58%,59%,800,474.60,22,,
WIN010,11/18/2019,2:27,76%,58%,59%,800,474.40,22,,
WIN010,11/18/2019,2:28,76%,58%,59%,800,474.20,22,,
WIN010,11/18/2019,2:29,76%,58%,59%,800,474.00,22,,
WIN010,11/18/2019,2:30,76%,58%,59%,800,473.80,22,,
WIN010,11/18/2019,2:31,74%,55%,59%,800,473.60,22,,
WIN010,11/18/2019,2:32,74%,55%,59%,800,473.40,22,,
WIN010,11/18/2019,2:33,74%,55%,59%,800,473.20,22,,
WIN010,11/18/2019,2:34,74%,55%,59%,800,473.00,22,,
WIN010,11/18/2019,2:35,74%,55%,59%,800,472.80,22,,
WIN010,11/18/2019,2:36,74%,55%,59%,800,472.60,22,,
WIN010,11/18/2019,2:37,74%,55%,59%,800,472.40,22,,
WIN010,11/18/2019,2:38,74%,55%,59%,800,472.20,22,,
WIN010,11/18/2019,2:39,74%,55%,59%,800,472.00,22,,
WIN010,11/18/2019,2:40,74%,55%,59%,800,471.80,22,,
WIN010,11/18/2019,2:41,74%,55%,59%,800,471.60,22,,
WIN010,11/18/2019,2:42,74%,55%,59%,800,471.40,22,,
WIN010,11/18/2019,2:43,74%,55%,59%,800,471.20,22,,
WIN010,11/18/2019,2:44,73%,54%,59%,800,471.00,22,,
WIN010,11/18/2019,2:45,73%,54%,59%,800,470.80,22,,
WIN010,11/18/2019,2:46,73%,54%,59%,800,470.60,22,,
WIN010,11/18/2019,2:47,73%,54%,59%,800,470.40,22,,
WIN010,11/18/2019,2:48,73%,54%,59%,800,470.20,22,,
WIN010,11/18/2019,2:49,73%,54%,59%,800,470.00,22,,
WIN010,11/18/2019,2:50,73%,53%,59%,800,469.80,22,,
WIN010,11/18/2019,2:51,73%,53%,59%,800,469.60,22,,
WIN010,11/18/2019,2:52,73%,53%,59%,800,469.40,22,,
WIN010,11/18/2019,2:53,72%,53%,59%,800,469.20,22,,
WIN010,11/18/2019,2:54,72%,53%,59%,800,469.00,22,,
WIN010,11/18/2019,2:55,72%,53%,59%,800,468.80,22,,
WIN010,11/18/2019,2:56,72%,53%,59%,800,468.60,22,,
WIN010,11/18/2019,2:57,72%,52%,59%,800,468.40,22,,
WIN010,11/18/2019,2:58,72%,52%,59%,800,468.20,22,,
WIN010,11/18/2019,2:59,72%,52%,59%,800,468.00,22,,
WIN010,11/18/2019,3:00,72%,52%,58%,800,467.80,22,,
WIN010,11/18/2019,3:01,72%,52%,58%,800,467.60,22,,
WIN010,11/18/2019,3:02,71%,52%,58%,800,467.40,22,,
WIN010,11/18/2019,3:03,71%,51%,58%,800,467.20,22,,
WIN010,11/18/2019,3:04,71%,51%,58%,800,467.00,22,,
WIN010,11/18/2019,3:05,71%,51%,58%,800,466.80,22,,
WIN010,11/18/2019,3:06,71%,51%,58%,800,466.60,22,,
WIN010,11/18/2019,3:07,71%,51%,58%,800,466.40,22,,
WIN010,11/18/2019,3:08,71%,51%,58%,800,466.20,22,,
WIN010,11/18/2019,3:09,71%,50%,58%,800,466.00,22,,
WIN010,11/18/2019,3:10,71%,50%,58%,800,465.80,22,,
WIN010,11/18/2019,3:11,70%,50%,58%,800,465.60,22,,
WIN010,11/18/2019,3:12,70%,50%,58%,800,465.40,22,,
WIN010,11/18/2019,3:13,70%,50%,58%,800,465.20,22,,
WIN010,11/18/2019,3:14,70%,50%,58%,800,465.00,22,,
WIN010,11/18/2019,3:15,70%,50%,58%,800,464.80,22,,
WIN010,11/18/2019,3:16,70%,49%,58%,800,464.60,22,,
WIN010,11/18/2019,3:17,70%,49%,58%,800,464.40,22,,
WIN010,11/18/2019,3:18,70%,49%,58%,800,464.20,22,,
WIN010,11/18/2019,3:19,70%,49%,58%,800,464.00,22,,
WIN010,11/18/2019,3:20,70%,49%,58%,800,463.80,22,,
WIN010,11/18/2019,3:21,69%,49%,58%,800,463.60,22,,
WIN010,11/18/2019,3:22,69%,48%,58%,800,463.40,22,,
WIN010,11/18/2019,3:23,69%,48%,58%,800,463.20,22,,
WIN010,11/18/2019,3:24,69%,48%,58%,800,463.00,22,,
WIN010,11/18/2019,3:25,69%,48%,58%,800,462.80,22,,
WIN010,11/18/2019,3:26,69%,48%,58%,800,462.60,22,,
WIN010,11/18/2019,3:27,69%,48%,58%,800,462.40,22,,
WIN010,11/18/2019,3:28,69%,48%,58%,800,462.20,22,,
WIN010,11/18/2019,3:29,69%,47%,58%,800,462.00,22,,
WIN010,11/18/2019,3:30,68%,47%,58%,800,461.80,22,,
WIN010,11/18/2019,3:31,68%,47%,58%,800,461.60,22,,
WIN010,11/18/2019,3:32,68%,47%,58%,800,461.40,22,,
WIN010,11/18/2019,3:33,68%,47%,58%,800,461.20,22,,
WIN010,11/18/2019,3:34,68%,47%,58%,800,461.00,22,,
WIN010,11/18/2019,3:35,68%,47%,58%,800,460.80,22,,
WIN010,11/18/2019,3:36,68%,46%,58%,800,460.60,22,,
WIN010,11/18/2019,3:37,68%,46%,58%,800,460.40,22,,
WIN010,11/18/2019,3:38,68%,46%,58%,800,460.20,22,,
WIN010,11/18/2019,3:39,67%,46%,58%,800,460.00,22,,
WIN010,11/18/2019,3:40,67%,46%,57%,800,459.80,22,,
WIN010,11/18/2019,3:41,67%,46%,57%,800,459.60,22,,
WIN010,11/18/2019,3:42,67%,45%,57%,800,459.40,22,,
WIN010,11/18/2019,3:43,67%,45%,57%,800,459.20,22,,
WIN010,11/18/2019,3:44,67%,45%,57%,800,459.00,22,,
WIN010,11/18/2019,3:45,67%,45%,57%,800,458.80,22,,
WIN010,11/18/2019,3:46,67%,45%,57%,800,458.60,22,,
WIN010,11/18/2019,3:47,67%,45%,57%,800,458.40,22,,
WIN010,11/18/2019,3:48,66%,45%,57%,800,458.20,22,,
WIN010,11/18/2019,3:49,66%,44%,57%,800,458.00,22,,
WIN010,11/18/2019,3:50,66%,44%,57%,800,457.80,22,,
WIN010,11/18/2019,3:51,66%,44%,57%,800,457.60,22,,
WIN010,11/18/2019,3:52,66%,44%,57%,800,457.40,22,,
WIN010,11/18/2019,3:53,66%,44%,57%,800,457.20,22,,
WIN010,11/18/2019,3:54,66%,44%,57%,800,457.00,22,,
WIN010,11/18/2019,3:55,66%,44%,57%,800,456.80,22,,
WIN010,11/18/2019,3:56,66%,43%,57%,800,456.60,22,,
WIN010,11/18/2019,3:57,65%,43%,57%,800,456.40,22,,
WIN010,11/18/2019,3:58,65%,43%,57%,800,456.20,22,,
WIN010,11/18/2019,3:59,65%,43%,57%,800,456.00,22,,
WIN010,11/18/2019,4:00,65%,43%,57%,800,455.80,22,,
WIN010,11/18/2019,4:01,65%,43%,57%,800,455.60,22,,
WIN010,11/18/2019,4:02,65%,43%,57%,800,455.40,22,,
WIN010,11/18/2019,4:03,65%,42%,57%,800,455.20,22,,
WIN010,11/18/2019,4:04,65%,42%,57%,800,455.00,22,,
WIN010,11/18/2019,4:05,65%,42%,57%,800,454.80,22,,
WIN010,11/18/2019,4:06,65%,42%,57%,800,454.60,22,,
WIN010,11/18/2019,4:07,64%,42%,57%,800,454.40,22,,
WIN010,11/18/2019,4:08,72%,52%,57%,800,454.20,22,,
WIN010,11/18/2019,4:09,72%,52%,57%,800,454.00,22,,
WIN010,11/18/2019,4:10,72%,52%,57%,800,453.80,22,,
WIN010,11/18/2019,4:11,72%,52%,57%,800,453.60,22,,
WIN010,11/18/2019,4:12,72%,52%,57%,800,453.40,22,,
WIN010,11/18/2019,4:13,78%,61%,57%,800,453.20,22,,
WIN010,11/18/2019,4:14,78%,61%,57%,800,453.00,22,,
WIN010,11/18/2019,4:15,78%,61%,57%,800,452.80,22,,
WIN010,11/18/2019,4:16,78%,61%,57%,800,452.60,22,,
WIN010,11/18/2019,4:17,78%,61%,57%,800,452.40,22,,
WIN010,11/18/2019,4:18,78%,61%,57%,800,452.20,22,,
WIN010,11/18/2019,4:19,78%,61%,57%,800,452.00,22,,
WIN010,11/18/2019,4:20,78%,61%,56%,800,451.80,22,,
WIN010,11/18/2019,4:21,92%,85%,57%,800,453.00,22,,
WIN010,11/18/2019,4:22,92%,85%,57%,800,454.20,22,,
WIN010,11/18/2019,4:23,92%,85%,57%,800,455.40,22,,
WIN010,11/18/2019,4:24,92%,85%,57%,800,456.60,22,,
WIN010,11/18/2019,4:25,92%,85%,57%,800,457.80,22,,
WIN010,11/18/2019,4:26,92%,85%,57%,800,459.00,22,,
WIN010,11/18/2019,4:27,92%,85%,58%,800,460.20,22,,
WIN010,11/18/2019,4:28,92%,85%,58%,800,461.40,22,,
WIN010,11/18/2019,4:29,92%,85%,58%,800,462.60,22,,
WIN010,11/18/2019,4:30,92%,85%,58%,800,463.80,22,,
WIN010,11/18/2019,4:31,92%,85%,58%,800,465.00,22,,
WIN010,11/18/2019,4:32,92%,85%,58%,800,466.20,22,,
WIN010,11/18/2019,4:33,92%,85%,58%,800,467.40,22,,
WIN010,11/18/2019,4:34,92%,85%,59%,800,468.60,22,,
WIN010,11/18/2019,4:35,92%,85%,59%,800,469.80,22,,
WIN010,11/18/2019,4:36,92%,85%,59%,800,471.00,22,,
WIN010,11/18/2019,4:37,92%,85%,59%,800,472.20,22,,
WIN010,11/18/2019,4:38,92%,85%,59%,800,473.40,22,,
WIN010,11/18/2019,4:39,92%,85%,59%,800,474.60,22,,
WIN010,11/18/2019,4:40,92%,85%,59%,800,475.80,22,,
WIN010,11/18/2019,4:41,92%,85%,60%,800,477.00,22,,
WIN010,11/18/2019,4:42,92%,85%,60%,800,478.20,22,,
WIN010,11/18/2019,4:43,92%,85%,60%,800,479.40,22,,
WIN010,11/18/2019,4:44,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:45,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:46,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:47,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:48,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:49,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:50,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:51,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:52,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:53,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:54,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:55,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:56,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:57,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:58,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,4:59,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:00,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:01,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:02,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:03,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:04,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:05,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:06,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:07,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:08,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:09,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:10,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:11,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:12,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:13,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:14,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:15,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:16,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:17,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:18,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:19,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:20,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:21,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:22,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:23,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:24,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:25,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:26,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:27,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:28,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:29,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:30,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:31,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:32,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:33,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:34,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:35,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:36,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:37,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:38,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:39,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:40,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:41,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:42,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:43,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:44,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:45,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:46,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:47,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:48,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:49,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:50,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:51,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:52,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:53,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:54,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:55,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:56,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:57,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:58,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,5:59,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:00,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:01,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:02,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:03,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:04,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:05,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:06,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:07,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:08,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:09,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:10,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:11,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:12,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:13,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:14,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:15,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:16,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:17,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:18,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:19,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:20,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:21,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:22,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:23,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:24,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:25,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:26,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:27,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:28,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:29,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:30,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:31,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:32,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:33,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:34,99%,99%,60%,800,480.00,0,,
WIN010,11/18/2019,6:35,99%,99%,60%,800,480.00,0,,
